40_500_0.2 40_800_0.2 40_1000_0.2 40_500_0.3 40_800_0.3 40_1000_0.3 40_500_0.5 40_800_0.5 40_1000_0.5 50_500_0.2 50_800_0.2 50_1000_0.2 50_500_0.3 50_800_0.3 50_1000_0.3 50_500_0.5 50_800_0.5 50_1000_0.5 70_500_0.2 70_800_0.2 70_1000_0.2 70_500_0.3 70_800_0.3 70_1000_0.3 70_500_0.5 70_800_0.5 70_1000_0.5 OVER_1 OVER_2 OVER_3 OVER_4 OVER_5 OVER_6 OVER_7 OVER_8 OVER_9 OVER_10 OVER_11 OVER_12 OVER_13 OVER_14 OVER_15 OVER_16 OVER_17 OVER_18 OVER_19 OVER_20 OVER_21 OVER_22 OVER_23 OVER_24 OVER_25 OVER_26 OVER_27 TIME_1 TIME_2 TIME_3 TIME_4 TIME_5 TIME_6 TIME_7 TIME_8 TIME_9 TIME_10 TIME_11 TIME_12 TIME_13 TIME_14 TIME_15 TIME_16 TIME_17 TIME_18 TIME_19 TIME_20 TIME_21 TIME_22 TIME_23 TIME_24 TIME_25 TIME_26 TIME_27 
1.73268e+06 1.61548e+06 1.65157e+06 1.69067e+06 1.56114e+06 1.55543e+06 1.55679e+06 1.57452e+06 1.59958e+06 1.61911e+06 1.60688e+06 1.59998e+06 1.61587e+06 1.58707e+06 1.56578e+06 1.5414e+06 1.49151e+06 1.54309e+06 1.54437e+06 1.60007e+06 1.59924e+06 1.64896e+06 1.60621e+06 1.55833e+06 1.47679e+06 1.53563e+06 1.46442e+06 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 1 1 2
1.35239e+06 1.38773e+06 1.25124e+06 1.34333e+06 1.28505e+06 1.29766e+06 1.38903e+06 1.3038e+06 1.26253e+06 1.35453e+06 1.32509e+06 1.27666e+06 1.32785e+06 1.27948e+06 1.3042e+06 1.28973e+06 1.35478e+06 1.20431e+06 1.49887e+06 1.39149e+06 1.29822e+06 1.25883e+06 1.29676e+06 1.23533e+06 1.26855e+06 1.25572e+06 1.25918e+06 0 0 0 15 0 0 27 4 0 0 0 0 0 0 0 0 39 0 150 100 0 0 74 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 2 2 1 2 2
1.60575e+06 1.51862e+06 1.51674e+06 1.59513e+06 1.53794e+06 1.54755e+06 1.519e+06 1.4781e+06 1.50068e+06 1.55916e+06 1.53527e+06 1.54693e+06 1.51911e+06 1.48375e+06 1.50063e+06 1.51965e+06 1.46024e+06 1.41105e+06 1.51552e+06 1.50658e+06 1.5009e+06 1.52981e+06 1.47892e+06 1.4989e+06 1.51183e+06 1.45144e+06 1.47486e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 3 0 7 0 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 2 2 1 1 2 1 2 2
1.37785e+06 1.40265e+06 1.35684e+06 1.30245e+06 1.33515e+06 1.26701e+06 1.33484e+06 1.2523e+06 1.27533e+06 1.42913e+06 1.35452e+06 1.2554e+06 1.30839e+06 1.25433e+06 1.29704e+06 1.36999e+06 1.22092e+06 1.28401e+06 1.39264e+06 1.3055e+06 1.29173e+06 1.30543e+06 1.39955e+06 1.31386e+06 1.2495e+06 1.34834e+06 1.22097e+06 0 53 0 0 0 0 0 0 17 18 43 0 0 0 55 26 0 0 22 0 0 49 117 0 0 84 0 0 1 1 1 1 1 0 1 2 0 2 1 1 1 1 1 1 1 1 2 2 1 1 2 1 2 2
1.45188e+06 1.478e+06 1.60849e+06 1.45833e+06 1.44886e+06 1.43973e+06 1.43853e+06 1.41992e+06 1.35109e+06 1.55496e+06 1.41617e+06 1.54646e+06 1.44457e+06 1.42763e+06 1.42138e+06 1.41159e+06 1.41772e+06 1.39838e+06 1.57067e+06 1.46215e+06 1.37232e+06 1.50767e+06 1.35929e+06 1.41386e+06 1.45173e+06 1.36504e+06 1.41656e+06 0 0 102 13 0 0 0 0 0 2 0 58 0 0 0 0 0 0 64 0 3 33 16 0 0 0 15 1 1 1 1 0 2 0 1 1 1 1 2 0 1 2 0 2 1 1 2 2 1 1 2 1 2 2
1.57735e+06 1.53778e+06 1.6251e+06 1.60351e+06 1.58715e+06 1.55068e+06 1.59694e+06 1.47164e+06 1.56724e+06 1.67934e+06 1.57319e+06 1.58091e+06 1.61947e+06 1.52326e+06 1.50172e+06 1.55842e+06 1.54826e+06 1.51237e+06 1.58247e+06 1.47695e+06 1.50658e+06 1.45326e+06 1.51869e+06 1.52493e+06 1.54551e+06 1.52613e+06 1.53848e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 2 2
1.53245e+06 1.52598e+06 1.48138e+06 1.57987e+06 1.53585e+06 1.48664e+06 1.59262e+06 1.49662e+06 1.42587e+06 1.53054e+06 1.5523e+06 1.4313e+06 1.52146e+06 1.45319e+06 1.48303e+06 1.49559e+06 1.44919e+06 1.50234e+06 1.50466e+06 1.5038e+06 1.51637e+06 1.47964e+06 1.46188e+06 1.48986e+06 1.4701e+06 1.4087e+06 1.42595e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 0 1 2 0 1 2 0 2 1 1 1 2 1 1 2 1 2 2
1.74953e+06 1.6449e+06 1.67297e+06 1.84402e+06 1.66239e+06 1.58274e+06 1.72027e+06 1.65458e+06 1.57537e+06 1.66305e+06 1.60076e+06 1.76405e+06 1.66323e+06 1.62117e+06 1.60585e+06 1.65978e+06 1.55244e+06 1.65166e+06 1.61269e+06 1.6493e+06 1.60076e+06 1.65542e+06 1.58381e+06 1.59948e+06 1.59237e+06 1.62521e+06 1.53958e+06 0 0 57 96 0 0 0 0 0 0 0 104 0 0 43 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 2 0 1 2 0 2 1 1 1 1 1 2 1 1 2 2 1 1 2
1.82626e+06 1.6557e+06 1.56575e+06 1.6645e+06 1.71036e+06 1.67509e+06 1.66864e+06 1.59619e+06 1.56816e+06 1.67915e+06 1.65167e+06 1.59924e+06 1.65452e+06 1.60447e+06 1.6081e+06 1.67733e+06 1.63218e+06 1.57683e+06 1.61111e+06 1.71936e+06 1.62115e+06 1.6109e+06 1.64499e+06 1.52701e+06 1.6381e+06 1.59776e+06 1.51485e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 0 1 2 0 1 2 0 2 1 1 1 2 1 2 1 1 2 2
1.64911e+06 1.54091e+06 1.56168e+06 1.61156e+06 1.57861e+06 1.50558e+06 1.60034e+06 1.4789e+06 1.53645e+06 1.63347e+06 1.5374e+06 1.50261e+06 1.56977e+06 1.58061e+06 1.54312e+06 1.50818e+06 1.49489e+06 1.52682e+06 1.62105e+06 1.47805e+06 1.53139e+06 1.57806e+06 1.46858e+06 1.45057e+06 1.53915e+06 1.55823e+06 1.54479e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 2 2
1.45343e+06 1.47551e+06 1.49776e+06 1.37442e+06 1.39841e+06 1.48267e+06 1.46152e+06 1.3482e+06 1.36362e+06 1.57778e+06 1.39489e+06 1.40134e+06 1.42553e+06 1.44473e+06 1.34082e+06 1.35878e+06 1.41026e+06 1.37439e+06 1.46972e+06 1.44275e+06 1.36e+06 1.40414e+06 1.35245e+06 1.34638e+06 1.33908e+06 1.32927e+06 1.26615e+06 0 0 14 0 0 70 43 0 15 89 0 0 0 0 0 0 69 0 53 28 0 0 0 8 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 2 2 1 1 2
1.71391e+06 1.54583e+06 1.47507e+06 1.4946e+06 1.52879e+06 1.50468e+06 1.48313e+06 1.42046e+06 1.42403e+06 1.54784e+06 1.5308e+06 1.47617e+06 1.63434e+06 1.41232e+06 1.4833e+06 1.54513e+06 1.44378e+06 1.42808e+06 1.52017e+06 1.47148e+06 1.66449e+06 1.41257e+06 1.49252e+06 1.46982e+06 1.44235e+06 1.46786e+06 1.37313e+06 70 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 144 0 0 0 0 38 0 1 1 1 0 1 1 1 1 1 0 1 2 0 2 1 1 1 1 1 2 2 1 1 2 1 2 2
1.63206e+06 1.57024e+06 1.61788e+06 1.60238e+06 1.58148e+06 1.55491e+06 1.53034e+06 1.55299e+06 1.559e+06 1.61933e+06 1.53755e+06 1.63695e+06 1.57424e+06 1.55393e+06 1.53773e+06 1.62194e+06 1.54533e+06 1.52801e+06 1.50031e+06 1.49784e+06 1.48673e+06 1.59832e+06 1.54984e+06 1.50799e+06 1.56457e+06 1.53389e+06 1.51312e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 2 2
1.49404e+06 1.49443e+06 1.46224e+06 1.47248e+06 1.50244e+06 1.46687e+06 1.48427e+06 1.42681e+06 1.48951e+06 1.44739e+06 1.44416e+06 1.42189e+06 1.49749e+06 1.46546e+06 1.41179e+06 1.45886e+06 1.37999e+06 1.45161e+06 1.48763e+06 1.44317e+06 1.38422e+06 1.41493e+06 1.40585e+06 1.41506e+06 1.39847e+06 1.40851e+06 1.38449e+06 0 0 0 0 0 51 0 0 115 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 33 0 1 1 1 0 2 0 1 2 0 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 2 2
1.40427e+06 1.38089e+06 1.36841e+06 1.41267e+06 1.39372e+06 1.3075e+06 1.33892e+06 1.32646e+06 1.37991e+06 1.49541e+06 1.38458e+06 1.33729e+06 1.46228e+06 1.41056e+06 1.43676e+06 1.42767e+06 1.36953e+06 1.25626e+06 1.39005e+06 1.43147e+06 1.32548e+06 1.59118e+06 1.36021e+06 1.29511e+06 1.31227e+06 1.27812e+06 1.44788e+06 0 0 42 32 57 31 0 0 14 12 15 0 6 75 93 24 22 0 30 87 0 145 0 0 0 0 126 1 0 2 0 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 2 2 1 1 3
1.37863e+06 1.39091e+06 1.2959e+06 1.32251e+06 1.24473e+06 1.28227e+06 1.28882e+06 1.3273e+06 1.21953e+06 1.32185e+06 1.23885e+06 1.23478e+06 1.36577e+06 1.24756e+06 1.26695e+06 1.2979e+06 1.24618e+06 1.37301e+06 1.50133e+06 1.34578e+06 1.30405e+06 1.26001e+06 1.27646e+06 1.25514e+06 1.31321e+06 1.26236e+06 1.27381e+06 0 63 0 0 0 0 0 26 0 0 0 0 0 19 0 0 39 101 123 19 78 0 0 0 0 0 17 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 2 2 1 2 2 1 2 2
1.51161e+06 1.4303e+06 1.47019e+06 1.40855e+06 1.49e+06 1.50316e+06 1.36612e+06 1.40553e+06 1.34485e+06 1.41799e+06 1.35577e+06 1.36645e+06 1.36788e+06 1.58523e+06 1.41223e+06 1.4339e+06 1.37225e+06 1.4117e+06 1.434e+06 1.39511e+06 1.41803e+06 1.43693e+06 1.44012e+06 1.37277e+06 1.37701e+06 1.35291e+06 1.35943e+06 53 12 61 0 79 121 0 79 0 0 0 0 0 173 75 0 0 61 11 0 67 25 53 0 41 0 0 1 1 1 1 1 1 1 1 2 0 1 2 1 1 2 0 2 2 1 1 2 1 2 2 2 1 3
1.20114e+06 1.22121e+06 1.19899e+06 1.25664e+06 1.26953e+06 1.35487e+06 1.1643e+06 1.19493e+06 1.16773e+06 1.26818e+06 1.17211e+06 1.2094e+06 1.1463e+06 1.14387e+06 1.20462e+06 1.21075e+06 1.17431e+06 1.08519e+06 1.26547e+06 1.12145e+06 1.28126e+06 1.18965e+06 1.16144e+06 1.20321e+06 1.20906e+06 1.15597e+06 1.1573e+06 0 0 0 16 127 171 0 56 37 38 0 37 0 30 52 24 0 0 51 0 85 0 16 88 62 0 0 0 1 1 1 1 1 1 1 2 0 1 2 1 1 2 1 1 2 1 1 3 1 1 3 1 2 2
1.56392e+06 1.54352e+06 1.35047e+06 1.48188e+06 1.55495e+06 1.51186e+06 1.4132e+06 1.39237e+06 1.40494e+06 1.48789e+06 1.40896e+06 1.38443e+06 1.46667e+06 1.52497e+06 1.40344e+06 1.42799e+06 1.41523e+06 1.49384e+06 1.44567e+06 1.44495e+06 1.50306e+06 1.57148e+06 1.37666e+06 1.4801e+06 1.42512e+06 1.38815e+06 1.32003e+06 54 119 0 0 119 57 0 0 0 0 0 0 72 60 0 0 36 52 0 15 91 130 0 95 0 0 0 1 1 1 0 2 1 1 1 1 1 1 1 1 1 2 1 1 2 1 2 2 1 2 2 1 2 2
1.59718e+06 1.58184e+06 1.46625e+06 1.49102e+06 1.48905e+06 1.40304e+06 1.47174e+06 1.43583e+06 1.40181e+06 1.52732e+06 1.48329e+06 1.50043e+06 1.49475e+06 1.40953e+06 1.41429e+06 1.45317e+06 1.43081e+06 1.44865e+06 1.43954e+06 1.42018e+06 1.47434e+06 1.50475e+06 1.44532e+06 1.44799e+06 1.44998e+06 1.38508e+06 1.4271e+06 0 42 0 0 0 0 21 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 2 0 1 2 1 1 1 1 1 2 1 2 1 1 2 2 1 2 2
1.18339e+06 1.13497e+06 1.15709e+06 1.19879e+06 1.17615e+06 1.16428e+06 1.13795e+06 1.12822e+06 1.18252e+06 1.29269e+06 1.19223e+06 1.17204e+06 1.13932e+06 1.12091e+06 1.10094e+06 1.17878e+06 1.1257e+06 1.14004e+06 1.23545e+06 1.1338e+06 1.13601e+06 1.18086e+06 1.08334e+06 1.10693e+06 1.15694e+06 1.10885e+06 1.08857e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 21 0 0 0 0 0 1 1 1 0 1 2 0 1 2 0 1 2 1 1 1 1 1 2 1 2 1 1 2 2 1 2 2
1.47226e+06 1.44464e+06 1.45781e+06 1.42275e+06 1.41815e+06 1.38545e+06 1.44338e+06 1.40687e+06 1.39371e+06 1.53388e+06 1.42112e+06 1.44503e+06 1.45241e+06 1.44815e+06 1.35003e+06 1.42922e+06 1.35097e+06 1.29511e+06 1.4834e+06 1.3962e+06 1.38505e+06 1.38694e+06 1.40843e+06 1.40881e+06 1.33726e+06 1.38799e+06 1.33498e+06 0 3 0 0 0 0 0 0 0 16 0 3 0 40 0 0 0 0 31 0 0 0 0 11 0 0 15 1 1 1 0 1 2 0 1 2 0 1 2 1 1 1 1 1 2 1 2 2 1 1 2 1 2 3
1.34894e+06 1.39603e+06 1.31257e+06 1.40967e+06 1.3722e+06 1.32457e+06 1.38298e+06 1.34761e+06 1.30995e+06 1.40903e+06 1.3778e+06 1.41317e+06 1.37014e+06 1.32861e+06 1.37475e+06 1.35317e+06 1.34348e+06 1.28356e+06 1.40438e+06 1.34891e+06 1.44186e+06 1.31279e+06 1.2743e+06 1.30665e+06 1.33396e+06 1.32976e+06 1.32423e+06 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 9 0 0 0 99 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 1 2 2 1 1 3
1.24289e+06 1.26412e+06 1.21765e+06 1.24061e+06 1.26273e+06 1.37556e+06 1.27878e+06 1.22877e+06 1.22779e+06 1.32005e+06 1.2869e+06 1.1912e+06 1.24835e+06 1.23031e+06 1.19454e+06 1.24269e+06 1.25871e+06 1.19066e+06 1.24993e+06 1.1749e+06 1.18593e+06 1.18943e+06 1.20773e+06 1.20157e+06 1.15898e+06 1.20999e+06 1.20375e+06 0 0 0 0 32 121 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 1 1 3 1 1 3
